"","n_pokoj","metraz","cena_m2","rok","pietro","pietro_maks","dzielnica","cena","kat_cenowa"
"3199",3,48.61,6100,2018,3,5,"Stare Miasto",296521,"3. drogie"
"3200",2,43.95,5306,2016,0,0,"Fabryczna",233198.7,"2. tanie"
"3201",1,42,6476,2003,1,4,"Srodmiescie",271992,"3. drogie"
"3202",3,83.6,4294,1907,3,3,"Krzyki",358978.4,"1. bardzo tanie"
"3203",2,51,6059,1905,2,4,"Krzyki",309009,"3. drogie"
"3204",2,37,7676,1960,4,5,"Krzyki",284012,"4. bardzo drogie"
"3205",4,108,6759,2012,3,4,"Krzyki",729972,"4. bardzo drogie"
"3206",2,52,7308,2010,3,3,"Krzyki",380016,"4. bardzo drogie"
"3207",3,107,6262,2008,4,4,"Krzyki",670034,"3. drogie"
"3208",2,42,7262,1956,3,4,"Stare Miasto",305004,"4. bardzo drogie"
"3209",3,76,5750,1996,3,4,"Fabryczna",437000,"2. tanie"
"3210",2,57.23,4421,2015,2,4,"Fabryczna",253013.83,"1. bardzo tanie"
"3211",1,24,7917,1970,3,10,"Krzyki",190008,"4. bardzo drogie"
"3212",2,29,5931,1980,1,3,"Psie Pole",171999,"3. drogie"
"3213",3,37,5811,1980,1,3,"Psie Pole",215007,"3. drogie"
"3214",2,28,6071,1980,1,3,"Psie Pole",169988,"3. drogie"
"3215",3,100,4190,1930,3,4,"Krzyki",419000,"1. bardzo tanie"
"3216",3,51,7255,2012,0,0,"Fabryczna",370005,"4. bardzo drogie"
"3217",3,60,6150,2004,2,2,"Krzyki",369000,"3. drogie"
"3218",3,54.8,6186,1980,1,10,"Krzyki",338992.8,"3. drogie"
"3219",5,93.85,5008,2002,3,4,"Psie Pole",470000.8,"1. bardzo tanie"
"3220",1,30,5633,1970,2,10,"Fabryczna",168990,"2. tanie"
"3221",4,90,5322,1997,0,0,"Krzyki",478980,"2. tanie"
"3222",3,45,6667,1965,2,4,"Fabryczna",300015,"4. bardzo drogie"
"3223",2,43,5047,1930,4,4,"Srodmiescie",217021,"1. bardzo tanie"
"3224",2,38.2,7827,2011,6,7,"Fabryczna",298991.4,"4. bardzo drogie"
"3225",3,61.42,6496,1933,3,3,"Stare Miasto",398984.32,"3. drogie"
"3226",2,52,5558,1910,4,4,"Srodmiescie",289016,"2. tanie"
"3227",3,66,5000,1990,4,4,"Fabryczna",330000,"1. bardzo tanie"
"3228",2,53.9,10204,2008,4,8,"Stare Miasto",549995.6,"4. bardzo drogie"
"3229",2,49,5927,2017,0,0,"Krzyki",290423,"3. drogie"
"3230",2,50,6000,2007,2,2,"Fabryczna",3e+05,"3. drogie"
"3231",2,45,5956,1960,0,0,"Krzyki",268020,"3. drogie"
"3232",3,58,5621,1975,7,10,"Krzyki",326018,"2. tanie"
"3233",3,55.2,6884,1969,9,10,"Krzyki",379996.8,"4. bardzo drogie"
"3234",2,40.74,6500,2008,1,2,"Srodmiescie",264810,"3. drogie"
"3235",1,36.3,7000,2008,1,2,"Srodmiescie",254100,"4. bardzo drogie"
"3236",2,52,6904,1957,4,5,"Stare Miasto",359008,"4. bardzo drogie"
"3237",2,46.2,6277,1890,0,0,"Krzyki",289997.4,"3. drogie"
"3238",3,134,8000,1920,0,0,"Srodmiescie",1072000,"4. bardzo drogie"
"3239",3,99,5051,1890,1,4,"Krzyki",500049,"1. bardzo tanie"
"3240",3,135,5111,1996,3,3,"Krzyki",689985,"1. bardzo tanie"
"3241",2,41,9707,1950,2,4,"Stare Miasto",397987,"4. bardzo drogie"
"3242",4,98,6000,1960,2,2,"Krzyki",588000,"3. drogie"
"3243",4,125,5600,1906,1,4,"Krzyki",7e+05,"2. tanie"
"3244",3,69.19,6937,2010,5,5,"Fabryczna",479971.03,"4. bardzo drogie"
"3245",3,48,6229,1989,4,4,"Srodmiescie",298992,"3. drogie"
"3246",4,63,5873,2011,1,3,"Fabryczna",369999,"3. drogie"
"3247",2,42,5738,1980,1,3,"Psie Pole",240996,"2. tanie"
"3248",2,47.01,7658,1990,2,4,"Psie Pole",360002.58,"4. bardzo drogie"
"3249",2,66.75,8974,1935,1,3,"Stare Miasto",599014.5,"4. bardzo drogie"
"3250",2,40,7875,2013,2,3,"Krzyki",315000,"4. bardzo drogie"
"3251",3,66,6511,2017,0,0,"Krzyki",429726,"3. drogie"
"3252",2,50,6326,2017,0,0,"Krzyki",316300,"3. drogie"
"3253",2,39,6367,2017,0,0,"Krzyki",248313,"3. drogie"
"3254",3,68.57,6198,2013,4,6,"Krzyki",424996.86,"3. drogie"
"3255",2,38,9474,2015,0,0,"Krzyki",360012,"4. bardzo drogie"
"3256",2,47,5106,1930,0,0,"Stare Miasto",239982,"1. bardzo tanie"
"3257",4,63,5556,1978,3,4,"Psie Pole",350028,"2. tanie"
"3258",3,102,11765,2009,0,0,"Srodmiescie",1200030,"4. bardzo drogie"
"3259",2,47,5660,2018,0,0,"Psie Pole",266020,"2. tanie"
"3260",2,39,5564,2018,2,6,"Psie Pole",216996,"2. tanie"
"3261",3,64,6219,2016,2,4,"Krzyki",398016,"3. drogie"
"3262",3,63,5413,2018,6,6,"Psie Pole",341019,"2. tanie"
"3263",3,53,5340,2018,1,6,"Psie Pole",283020,"2. tanie"
"3264",4,91,8407,2010,1,3,"Krzyki",765037,"4. bardzo drogie"
"3265",3,70,7571,2010,0,0,"Krzyki",529970,"4. bardzo drogie"
"3266",3,66.83,5686,1936,1,2,"Fabryczna",379995.38,"2. tanie"
"3267",2,37,6622,1980,3,6,"Srodmiescie",245014,"3. drogie"
"3268",1,27.4,6934,2005,1,2,"Krzyki",189991.6,"4. bardzo drogie"
"3269",2,72,4153,1988,0,0,"Fabryczna",299016,"1. bardzo tanie"
"3270",2,48,5958,2005,5,10,"Psie Pole",285984,"3. drogie"
"3271",2,71,5211,1920,1,5,"Srodmiescie",369981,"1. bardzo tanie"
"3272",3,62,7242,2010,1,5,"Srodmiescie",449004,"4. bardzo drogie"
"3273",2,38,4737,1930,4,5,"Krzyki",180006,"1. bardzo tanie"
"3274",2,58,5500,1999,1,3,"Fabryczna",319000,"2. tanie"
"3275",2,32.83,7310,1970,3,4,"Stare Miasto",239987.3,"4. bardzo drogie"
"3276",3,48,6458,1971,1,4,"Stare Miasto",309984,"3. drogie"
"3277",3,63,5857,1983,7,8,"Fabryczna",368991,"3. drogie"
"3278",3,55,5436,2007,2,2,"Psie Pole",298980,"2. tanie"
"3279",3,54.5,5413,1980,7,10,"Psie Pole",295008.5,"2. tanie"
"3280",2,47.12,6154,1970,4,4,"Srodmiescie",289976.48,"3. drogie"
"3281",2,46.86,5954,2010,2,4,"Psie Pole",279004.44,"3. drogie"
"3282",2,40.76,6133,2001,4,8,"Psie Pole",249981.08,"3. drogie"
"3283",3,62.33,5615,2001,6,8,"Psie Pole",349982.95,"2. tanie"
"3284",2,49.2,5894,2001,2,8,"Psie Pole",289984.8,"3. drogie"
"3285",3,74.05,4727,1938,3,4,"Srodmiescie",350034.35,"1. bardzo tanie"
"3286",3,66.67,5700,2005,1,3,"Krzyki",380019,"2. tanie"
"3287",4,94,5585,1996,4,4,"Psie Pole",524990,"2. tanie"
"3288",3,60.1,5990,2007,2,3,"Krzyki",359999,"3. drogie"
"3289",2,52,5558,2003,2,2,"Fabryczna",289016,"2. tanie"
"3290",1,41,6634,2001,1,4,"Srodmiescie",271994,"3. drogie"
"3291",2,72,4167,1930,3,5,"Srodmiescie",300024,"1. bardzo tanie"
"3292",2,53.3,4690,1992,1,6,"Srodmiescie",249977,"1. bardzo tanie"
"3293",4,96,4844,1993,4,5,"Stare Miasto",465024,"1. bardzo tanie"
"3294",3,49,4469,1968,4,10,"Krzyki",218981,"1. bardzo tanie"
"3295",2,71,5000,1920,1,5,"Srodmiescie",355000,"1. bardzo tanie"
"3296",2,71,5000,1926,1,4,"Srodmiescie",355000,"1. bardzo tanie"
"3297",2,52,6154,1995,1,4,"Psie Pole",320008,"3. drogie"
"3298",4,63.4,6467,2011,1,3,"Fabryczna",410007.8,"3. drogie"
"3299",3,69,5362,2010,0,0,"Fabryczna",369978,"2. tanie"
"3300",6,110,5545,1932,1,1,"Fabryczna",609950,"2. tanie"
"3301",2,34,6000,1989,3,4,"Stare Miasto",204000,"3. drogie"
"3302",3,63.4,4968,1983,0,0,"Fabryczna",314971.2,"1. bardzo tanie"
"3303",2,47.5,4989,2000,4,4,"Krzyki",236977.5,"1. bardzo tanie"
"3304",3,60,5833,2000,8,8,"Krzyki",349980,"3. drogie"
"3305",3,69.41,4884,1936,4,5,"Srodmiescie",338998.44,"1. bardzo tanie"
"3306",2,42.97,6982,1965,6,11,"Krzyki",300016.54,"4. bardzo drogie"
"3307",2,55,5255,1997,3,4,"Srodmiescie",289025,"1. bardzo tanie"
"3308",4,80,8125,2012,1,2,"Krzyki",650000,"4. bardzo drogie"
"3309",4,63,5556,1978,3,4,"Psie Pole",350028,"2. tanie"
"3310",4,73.03,4787,2017,1,1,"Fabryczna",349594.61,"1. bardzo tanie"
"3311",3,66.12,5089,2017,0,0,"Fabryczna",336484.68,"1. bardzo tanie"
"3312",4,150,3933,2010,2,3,"Krzyki",589950,"1. bardzo tanie"
"3313",2,52.1,6142,1990,1,5,"Srodmiescie",319998.2,"3. drogie"
"3314",3,67,5448,2008,2,3,"Fabryczna",365016,"2. tanie"
"3315",2,52,6058,1994,1,3,"Fabryczna",315016,"3. drogie"
"3316",2,29,6552,2016,0,0,"Krzyki",190008,"3. drogie"
"3317",2,45.9,7386,2000,3,4,"Krzyki",339017.4,"4. bardzo drogie"
"3318",1,29,7586,2016,0,0,"Krzyki",219994,"4. bardzo drogie"
"3319",3,56.19,7991,1963,5,5,"Stare Miasto",449014.29,"4. bardzo drogie"
"3320",6,110,5545,1932,1,1,"Fabryczna",609950,"2. tanie"
"3321",2,50,7100,2008,0,0,"Krzyki",355000,"4. bardzo drogie"
"3322",3,72.4,6077,2007,3,3,"Fabryczna",439974.8,"3. drogie"
"3323",2,38.57,7441,1985,4,10,"Krzyki",286999.37,"4. bardzo drogie"
"3324",2,55,5982,2007,2,4,"Fabryczna",329010,"3. drogie"
"3325",2,52.1,6142,1989,1,5,"Srodmiescie",319998.2,"3. drogie"
"3326",2,52.1,6142,1990,1,5,"Srodmiescie",319998.2,"3. drogie"
"3327",2,48,5792,2016,0,0,"Fabryczna",278016,"2. tanie"
"3328",2,42.51,6046,1930,2,5,"Fabryczna",257015.46,"3. drogie"
"3329",3,63,5556,2000,6,8,"Psie Pole",350028,"2. tanie"
"3330",1,25,8400,2012,0,0,"Krzyki",210000,"4. bardzo drogie"
"3331",1,32,6094,2017,0,0,"Krzyki",195008,"3. drogie"
"3332",3,54,5537,1971,4,11,"Krzyki",298998,"2. tanie"
"3333",2,35,5971,1970,3,4,"Krzyki",208985,"3. drogie"
"3334",2,52,5000,2003,7,8,"Psie Pole",260000,"1. bardzo tanie"
"3335",3,61.87,6597,2016,1,8,"Srodmiescie",408156.39,"3. drogie"
"3336",4,130,6461,2001,3,4,"Srodmiescie",839930,"3. drogie"
"3337",4,108,7361,1905,3,5,"Srodmiescie",794988,"4. bardzo drogie"
"3338",1,26,6538,1989,1,10,"Krzyki",169988,"3. drogie"
"3339",4,64,4984,1989,3,4,"Krzyki",318976,"1. bardzo tanie"
"3340",4,64,4984,1989,3,4,"Krzyki",318976,"1. bardzo tanie"
"3341",1,26,6923,1970,0,0,"Fabryczna",179998,"4. bardzo drogie"
"3342",3,62,4500,1950,4,5,"Krzyki",279000,"1. bardzo tanie"
"3343",3,71,6056,2013,0,0,"Fabryczna",429976,"3. drogie"
"3344",2,53.27,5913,1982,0,0,"Krzyki",314985.51,"3. drogie"
"3345",4,60,6150,1989,1,10,"Fabryczna",369000,"3. drogie"
"3346",2,49,5490,1989,1,10,"Psie Pole",269010,"2. tanie"
"3347",3,54,6000,1989,5,10,"Psie Pole",324000,"3. drogie"
"3348",2,54.85,4303,2016,1,4,"Fabryczna",236019.55,"1. bardzo tanie"
"3349",2,47.9,5261,1937,1,1,"Psie Pole",252001.9,"1. bardzo tanie"
"3350",2,51,6176,1996,1,3,"Fabryczna",314976,"3. drogie"
"3351",5,128,5445,1902,3,4,"Srodmiescie",696960,"2. tanie"
"3352",2,47.5,4989,1930,4,4,"Krzyki",236977.5,"1. bardzo tanie"
"3353",2,42,5355,1930,3,4,"Srodmiescie",224910,"2. tanie"
"3354",2,33.06,7411,1970,4,5,"Krzyki",245007.66,"4. bardzo drogie"
"3355",2,64,4922,2005,2,3,"Psie Pole",315008,"1. bardzo tanie"
"3356",3,50,6400,1974,2,4,"Fabryczna",320000,"3. drogie"
"3357",2,50,5400,1989,8,10,"Srodmiescie",270000,"2. tanie"
"3358",2,35.99,6919,2018,0,0,"Stare Miasto",249014.81,"4. bardzo drogie"
"3359",2,33.85,7179,2018,3,5,"Stare Miasto",243009.15,"4. bardzo drogie"
"3360",2,45,6889,1960,4,4,"Stare Miasto",310005,"4. bardzo drogie"
"3361",4,73.03,4787,2017,1,1,"Fabryczna",349594.61,"1. bardzo tanie"
"3362",4,73.65,4767,2017,0,0,"Fabryczna",351089.55,"1. bardzo tanie"
"3363",2,38.61,5698,1893,3,4,"Srodmiescie",219999.78,"2. tanie"
"3364",3,69.37,4908,2017,1,1,"Fabryczna",340467.96,"1. bardzo tanie"
"3365",3,66.12,5089,2017,0,0,"Fabryczna",336484.68,"1. bardzo tanie"
"3366",4,73.65,4767,2017,0,0,"Fabryczna",351089.55,"1. bardzo tanie"
"3367",3,81.94,10970,2000,3,5,"Stare Miasto",898881.8,"4. bardzo drogie"
"3368",3,52,5942,1970,0,0,"Krzyki",308984,"3. drogie"
"3369",3,48.17,6332,1970,0,0,"Stare Miasto",305012.44,"3. drogie"
"3370",2,39,5769,1970,0,0,"Stare Miasto",224991,"2. tanie"
"3371",2,35,6257,1965,3,4,"Fabryczna",218995,"3. drogie"
"3372",2,47.5,4989,2000,4,4,"Krzyki",236977.5,"1. bardzo tanie"
"3373",3,100,6500,1950,3,4,"Stare Miasto",650000,"3. drogie"
"3374",4,77.96,11160,2000,5,6,"Stare Miasto",870033.6,"4. bardzo drogie"
"3375",4,76,5697,2002,3,3,"Fabryczna",432972,"2. tanie"
"3376",3,94.29,9333,2015,1,5,"Krzyki",880008.57,"4. bardzo drogie"
"3377",3,83.84,7979,1930,0,0,"Srodmiescie",668959.36,"4. bardzo drogie"
"3378",2,47.31,6320,2011,2,4,"Fabryczna",298999.2,"3. drogie"
"3379",4,92,8587,2009,0,0,"Krzyki",790004,"4. bardzo drogie"
"3380",4,117.23,5612,2005,0,0,"Krzyki",657894.76,"2. tanie"
"3381",2,60.3,4975,1880,3,4,"Srodmiescie",299992.5,"1. bardzo tanie"
"3382",2,111.4,6463,2007,7,7,"Fabryczna",719978.2,"3. drogie"
"3383",1,40.5,6667,2012,2,3,"Fabryczna",270013.5,"4. bardzo drogie"
"3384",5,84,4738,1981,4,4,"Psie Pole",397992,"1. bardzo tanie"
"3385",3,76.41,5091,1999,2,3,"Krzyki",389003.31,"1. bardzo tanie"
"3386",4,60,8167,2008,0,0,"Psie Pole",490020,"4. bardzo drogie"
"3387",3,67.22,7275,1930,1,4,"Stare Miasto",489025.5,"4. bardzo drogie"
"3388",3,61,6705,2010,3,3,"Fabryczna",409005,"4. bardzo drogie"
"3389",3,56.8,5968,1975,4,4,"Stare Miasto",338982.4,"3. drogie"
"3390",5,106,4236,1935,3,4,"Krzyki",449016,"1. bardzo tanie"
"3391",2,56.56,5658,2011,3,3,"Fabryczna",320016.48,"2. tanie"
"3392",2,38.5,8442,2016,0,0,"Fabryczna",325017,"4. bardzo drogie"
"3393",2,47.68,5872,1930,1,5,"Srodmiescie",279976.96,"3. drogie"
"3394",4,82.5,10897,2010,2,8,"Stare Miasto",899002.5,"4. bardzo drogie"
"3395",1,26.4,7197,1980,7,10,"Stare Miasto",190000.8,"4. bardzo drogie"
"3396",2,67.74,5905,1920,1,4,"Srodmiescie",400004.7,"3. drogie"
"3397",3,57.5,5722,1971,0,0,"Stare Miasto",329015,"2. tanie"
"3398",3,52.71,6621,1980,4,4,"Stare Miasto",348992.91,"3. drogie"
"3399",2,61.42,5210,1910,4,5,"Srodmiescie",319998.2,"1. bardzo tanie"
"3400",2,35.7,5574,1980,3,4,"Psie Pole",198991.8,"2. tanie"
"3401",3,60,4000,1930,3,3,"Fabryczna",240000,"1. bardzo tanie"
"3402",4,63.4,5836,2010,1,3,"Fabryczna",370002.4,"3. drogie"
"3403",3,87.66,7757,1910,2,4,"Stare Miasto",679978.62,"4. bardzo drogie"
"3404",2,62.8,6354,2009,4,4,"Fabryczna",399031.2,"3. drogie"
"3405",1,19.2,8849,1940,3,3,"Krzyki",169900.8,"4. bardzo drogie"
"3406",3,58.2,6529,1976,3,4,"Psie Pole",379987.8,"3. drogie"
"3407",3,46.5,7742,1970,9,11,"Stare Miasto",360003,"4. bardzo drogie"
"3408",2,48.6,5535,1980,9,10,"Fabryczna",269001,"2. tanie"
"3409",3,56.1,7112,2016,3,3,"Fabryczna",398983.2,"4. bardzo drogie"
"3410",3,68.8,5669,2010,0,0,"Fabryczna",390027.2,"2. tanie"
"3411",4,75.96,5661,1985,8,9,"Krzyki",430009.56,"2. tanie"
"3412",3,65.4,4725,1993,3,3,"Psie Pole",309015,"1. bardzo tanie"
"3413",4,80.33,8465,2009,1,4,"Fabryczna",679993.45,"4. bardzo drogie"
"3414",2,49.9,7816,2012,2,3,"Krzyki",390018.4,"4. bardzo drogie"
"3415",3,72.26,7874,2007,1,2,"Fabryczna",568975.24,"4. bardzo drogie"
"3416",3,80,5488,1990,7,10,"Krzyki",439040,"2. tanie"
"3417",2,54,8333,2008,1,3,"Krzyki",449982,"4. bardzo drogie"
"3418",4,95.77,4699,2017,0,0,"Psie Pole",450023.23,"1. bardzo tanie"
"3419",5,89.96,5336,2005,3,3,"Krzyki",480026.56,"2. tanie"
"3420",3,82,3768,1930,4,4,"Krzyki",308976,"1. bardzo tanie"
"3421",2,50.42,5930,2002,2,3,"Fabryczna",298990.6,"3. drogie"
"3422",3,75.6,5093,1982,0,0,"Fabryczna",385030.8,"1. bardzo tanie"
"3423",3,100,4990,1990,5,5,"Srodmiescie",499000,"1. bardzo tanie"
"3424",3,74,4581,1938,3,4,"Srodmiescie",338994,"1. bardzo tanie"
"3425",4,92.94,5703,2004,2,2,"Krzyki",530036.82,"2. tanie"
"3426",2,49.46,7380,1920,0,0,"Stare Miasto",365014.8,"4. bardzo drogie"
"3427",2,35.7,5826,1980,4,4,"Psie Pole",207988.2,"3. drogie"
"3428",3,87.85,5452,2000,1,1,"Krzyki",478958.2,"2. tanie"
"3429",2,38.82,7470,1955,3,3,"Stare Miasto",289985.4,"4. bardzo drogie"
"3430",2,41.2,5500,2016,1,3,"Krzyki",226600,"2. tanie"
"3431",3,51.02,5500,2016,0,0,"Krzyki",280610,"2. tanie"
"3432",2,39.49,6913,2016,6,5,"Stare Miasto",272994.37,"4. bardzo drogie"
"3433",2,111,4320,2015,1,2,"Fabryczna",479520,"1. bardzo tanie"
"3434",3,69.44,7776,2010,5,5,"Srodmiescie",539965.44,"4. bardzo drogie"
"3435",2,53.4,4449,2015,0,0,"Fabryczna",237576.6,"1. bardzo tanie"
"3436",3,126.8,3935,1920,2,4,"Krzyki",498958,"1. bardzo tanie"
"3437",3,77.9,5777,1997,1,3,"Psie Pole",450028.3,"2. tanie"
"3438",2,54,4907,1900,0,0,"Fabryczna",264978,"1. bardzo tanie"
"3439",2,34,7353,1975,5,11,"Krzyki",250002,"4. bardzo drogie"
"3440",2,38.01,6656,2017,6,14,"Krzyki",252994.56,"4. bardzo drogie"
"3441",4,81.3,5535,2007,3,4,"Krzyki",449995.5,"2. tanie"
"3442",3,62.49,5841,2008,5,8,"Psie Pole",365004.09,"3. drogie"
"3443",3,63.5,5669,1993,4,5,"Srodmiescie",359981.5,"2. tanie"
"3444",2,41.38,6017,1960,4,4,"Fabryczna",248983.46,"3. drogie"
"3445",2,49.1,5149,2017,1,3,"Krzyki",252815.9,"1. bardzo tanie"
"3446",2,47.91,5149,2017,1,3,"Krzyki",246688.59,"1. bardzo tanie"
"3447",2,55.03,6724,2007,2,2,"Psie Pole",370021.72,"4. bardzo drogie"
"3448",2,53.13,6945,2009,1,7,"Psie Pole",368987.85,"4. bardzo drogie"
"3449",2,47.2,6125,2016,3,4,"Krzyki",289100,"3. drogie"
"3450",2,44.2,6075,2016,0,0,"Krzyki",268515,"3. drogie"
"3451",3,55,7255,2003,2,7,"Srodmiescie",399025,"4. bardzo drogie"
"3452",3,107.7,6964,1930,1,1,"Srodmiescie",750022.8,"4. bardzo drogie"
"3453",3,95.1,6088,2004,0,0,"Krzyki",578968.8,"3. drogie"
"3454",3,67.03,5445,2009,2,3,"Fabryczna",364978.35,"2. tanie"
"3455",3,70.77,5228,1980,2,11,"Krzyki",369985.56,"1. bardzo tanie"
"3456",2,38.06,6569,1972,4,4,"Psie Pole",250016.14,"3. drogie"
"3457",6,120.49,4108,1930,0,0,"Psie Pole",494972.92,"1. bardzo tanie"
"3458",1,29.59,6500,2017,5,5,"Psie Pole",192335,"3. drogie"
"3459",4,116.38,3953,1911,0,0,"Krzyki",460050.14,"1. bardzo tanie"
"3460",3,56.13,6503,1986,3,4,"Srodmiescie",365013.39,"3. drogie"
"3461",3,80,8750,1960,1,1,"Fabryczna",7e+05,"4. bardzo drogie"
"3462",2,65.29,6280,2002,2,3,"Krzyki",410021.2,"3. drogie"
"3463",2,59.98,6502,1990,7,7,"Stare Miasto",389989.96,"3. drogie"
"3464",2,48.36,6121,2016,1,5,"Stare Miasto",296011.56,"3. drogie"
"3465",4,108,4074,2009,2,2,"Krzyki",439992,"1. bardzo tanie"
"3466",2,51.4,5183,2003,6,8,"Psie Pole",266406.2,"1. bardzo tanie"
"3467",3,68.58,5089,1993,3,3,"Fabryczna",349003.62,"1. bardzo tanie"
"3468",1,22.48,7963,1920,0,0,"Fabryczna",179008.24,"4. bardzo drogie"
"3469",1,21.76,7767,2015,0,0,"Fabryczna",169009.92,"4. bardzo drogie"
"3470",3,63.9,6322,2016,4,5,"Stare Miasto",403975.8,"3. drogie"
"3471",2,48.83,6082,2016,1,5,"Stare Miasto",296984.06,"3. drogie"
"3472",3,52.6,6274,1891,3,4,"Srodmiescie",330012.4,"3. drogie"
"3473",3,63,5250,2016,3,3,"Krzyki",330750,"1. bardzo tanie"
"3474",2,48.2,5250,2016,3,3,"Krzyki",253050,"1. bardzo tanie"
"3475",2,39.82,4950,2016,2,3,"Fabryczna",197109,"1. bardzo tanie"
"3476",3,59.39,5115,2015,0,0,"Fabryczna",303779.85,"1. bardzo tanie"
"3477",1,44.55,5612,1930,1,4,"Srodmiescie",250014.6,"2. tanie"
"3478",4,78.05,5573,2012,0,0,"Psie Pole",434972.65,"2. tanie"
"3479",4,82,5000,2011,5,5,"Psie Pole",410000,"1. bardzo tanie"
"3480",3,48.67,6410,2016,3,6,"Stare Miasto",311974.7,"3. drogie"
"3481",3,56.2,6922,2016,1,3,"Fabryczna",389016.4,"4. bardzo drogie"
"3482",2,64,5625,1920,0,0,"Srodmiescie",360000,"2. tanie"
"3483",2,48.7,5955,1980,7,10,"Fabryczna",290008.5,"3. drogie"
"3484",4,72.81,5061,1980,3,4,"Fabryczna",368491.41,"1. bardzo tanie"
"3485",2,44.1,4599,2015,0,0,"Fabryczna",202815.9,"1. bardzo tanie"
"3486",2,44.08,6488,2016,3,6,"Stare Miasto",285991.04,"3. drogie"
"3487",2,45.26,6385,2014,3,4,"Fabryczna",288985.1,"3. drogie"
"3488",2,36,7222,1980,4,8,"Fabryczna",259992,"4. bardzo drogie"
"3489",4,88.4,3394,2004,4,5,"Psie Pole",300029.6,"1. bardzo tanie"
"3490",2,39.9,7018,1970,10,10,"Stare Miasto",280018.2,"4. bardzo drogie"
"3491",4,70.9,5078,1991,1,3,"Krzyki",360030.2,"1. bardzo tanie"
"3492",2,62.3,5939,1998,0,0,"Fabryczna",369999.7,"3. drogie"
"3493",3,60.44,5377,1930,3,5,"Srodmiescie",324985.88,"2. tanie"
"3494",3,75.9,6192,1996,2,4,"Fabryczna",469972.8,"3. drogie"
"3495",3,111.81,7066,2014,2,3,"Psie Pole",790049.46,"4. bardzo drogie"
"3496",3,90,5222,2007,2,2,"Psie Pole",469980,"1. bardzo tanie"
"3497",2,53.03,7166,2005,0,0,"Psie Pole",380012.98,"4. bardzo drogie"
"3498",1,30,7300,1993,0,0,"Krzyki",219000,"4. bardzo drogie"
"3499",1,44.13,15862,1900,3,5,"Stare Miasto",699990.06,"4. bardzo drogie"
"3500",1,32.78,11348,2015,8,8,"Stare Miasto",371987.44,"4. bardzo drogie"
"3501",3,68.41,7382,2012,0,0,"Fabryczna",505002.62,"4. bardzo drogie"
"3502",4,116.45,5024,2000,4,5,"Psie Pole",585044.8,"1. bardzo tanie"
"3503",3,66,6061,1993,6,7,"Srodmiescie",400026,"3. drogie"
"3504",3,70,5871,1936,2,2,"Fabryczna",410970,"3. drogie"
"3505",2,38.83,4893,2010,0,0,"Fabryczna",189995.19,"1. bardzo tanie"
"3506",3,55,6000,2014,1,5,"Psie Pole",330000,"3. drogie"
"3507",2,44.62,10063,1900,2,4,"Stare Miasto",449011.06,"4. bardzo drogie"
"3508",3,58,6034,1982,3,4,"Srodmiescie",349972,"3. drogie"
"3509",2,43.39,7536,1956,4,5,"Stare Miasto",326987.04,"4. bardzo drogie"
"3510",2,40,5250,1980,4,4,"Stare Miasto",210000,"1. bardzo tanie"
"3511",3,78.12,4160,1920,2,4,"Psie Pole",324979.2,"1. bardzo tanie"
"3512",2,45,5533,2001,5,8,"Psie Pole",248985,"2. tanie"
"3513",5,94,5309,1970,1,2,"Srodmiescie",499046,"2. tanie"
"3514",2,37,5676,1938,2,4,"Srodmiescie",210012,"2. tanie"
"3515",3,67.8,10177,2012,0,0,"Psie Pole",690000.6,"4. bardzo drogie"
"3516",3,57,6316,1999,5,5,"Krzyki",360012,"3. drogie"
"3517",2,56.86,6595,2006,3,3,"Krzyki",374991.7,"3. drogie"
"3518",4,87.62,4679,1930,2,4,"Srodmiescie",409973.98,"1. bardzo tanie"
"3519",3,84.5,5030,1910,2,4,"Stare Miasto",425035,"1. bardzo tanie"
"3520",2,34,6735,1977,1,11,"Fabryczna",228990,"4. bardzo drogie"
"3521",3,75.25,5967,2006,2,2,"Krzyki",449016.75,"3. drogie"
"3522",3,72,7200,1936,3,3,"Srodmiescie",518400,"4. bardzo drogie"
"3523",2,34,8500,2002,1,5,"Fabryczna",289000,"4. bardzo drogie"
"3524",5,104,7885,1934,1,2,"Srodmiescie",820040,"4. bardzo drogie"
"3525",3,101.1,4748,1920,0,0,"Krzyki",480022.8,"1. bardzo tanie"
"3526",3,86.29,8251,2007,2,3,"Krzyki",711978.79,"4. bardzo drogie"
"3527",2,46.7,6103,2009,4,6,"Psie Pole",285010.1,"3. drogie"
"3528",3,65,6138,2011,0,0,"Fabryczna",398970,"3. drogie"
"3529",2,53.62,6192,2007,2,3,"Fabryczna",332015.04,"3. drogie"
"3530",1,22.57,7488,2015,1,3,"Fabryczna",169004.16,"4. bardzo drogie"
"3531",3,67.98,4545,2000,3,4,"Krzyki",308969.1,"1. bardzo tanie"
"3532",3,61.73,5832,2014,0,0,"Psie Pole",360009.36,"3. drogie"
"3533",2,47.85,4514,1980,3,5,"Psie Pole",215994.9,"1. bardzo tanie"
"3534",2,53,6000,1956,3,5,"Stare Miasto",318000,"3. drogie"
"3535",3,73.1,6293,1956,1,2,"Krzyki",460018.3,"3. drogie"
"3536",3,65.6,6540,2015,0,0,"Psie Pole",429024,"3. drogie"
